ligand,ID,CAN SMILES,SMILES,P in rings,diff R,Formula:Formula,MolWt:MWt,AtomCount:nAtom,RotatableBondsCount:nRotB,Virtual,Chiral,diast,diast,PH,PB,PC,PN,PO,PF,PSi,PS,PC3,PAr3,CPN,CPO,P[N]3,P(OR)3,Phosphoramidite,PON2,PXY,,rkey,[Fe],Buchwald 1,Buchwald 2,PPhR2,Cy2PR,Cy checked?,Pkey,WuPhos,CAS PR3,COM,sigma_and_strem
PnPent2Ph,00000456,CCCCCP(CCCCC)c1ccccc1,P(CCCCC)(CCCCC)c1ccccc1,0,2,C16H27P,250,44,9,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,0,,71501-08-1,1,1
PPh(EtCN)2,00000457,N#CCCP(CCC#N)c1ccccc1,P(CCC#N)(CCC#N)c1ccccc1,0,2,C12H13N2P,216,28,5,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,0,,15909-92-9,1,1
PPh2(1-Isochinolin-2Nap),00000458,c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2nccc3ccccc23)cc1,P(c6ccccc6)(c5ccccc5)c1c(c4c(cc1)cccc4)c2nccc3c2cccc3,0,2,C31H22NP,439,55,4,,1,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,0,,"149245-03-4 (no stereo), 149341-34-4 (R), 149245-03-4 (S)",1,1
PMe(OEt)2,00000459,CCOP(C)OCC,P(OCC)(OCC)C,0,2,C5H13O2P,136,21,4,,0,0,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,,1,,15715-41-0,1,1
Me-Verkade,00000460,CN1CCN2CCN(C)P1N(C)CC2,P21N(CCN(CCN2C)CCN1C)C,3,1,C9H21N4P,216,35,0,,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,,5,,120666-13-9,1,1
PPh2(CH2CH2Si(OEt)3),00000461,CCO[Si](CCP(c1ccccc1)c1ccccc1)(OCC)OCC,[Si](OCC)(OCC)(OCC)CCP(c2ccccc2)c1ccccc1,0,2,C20H29O3PSi,377,54,11,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,18586-39-5,1,#REF!
PPh(CH2OH)2,00000462,OCP(CO)c1ccccc1,P(CO)(CO)c1ccccc1,0,2,C8H11O2P,170,22,3,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,0,,3127-08-0,1,#REF!
PnBuPh2,00000463,CCCCP(c1ccccc1)c1ccccc1,P(CCCC)(c2ccccc2)c1ccccc1,0,2,C16H19P,242,36,5,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,6372-41-4,1,#REF!
PAllyl2Ph,00000464,C=CCP(CC=C)c1ccccc1,P(CC=C)(CC=C)c1ccccc1,0,2,C12H15P,190,28,5,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,0,,29949-75-5,1,#REF!
PnPrPh2,00000465,CCCP(c1ccccc1)c1ccccc1,P(CCC)(c2ccccc2)c1ccccc1,0,2,C15H17P,228,33,4,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,7650-84-2,1,1
P(OEt)2(OTMS),00000466,CCOP(OCC)O[Si](C)(C)C,[Si](OP(OCC)OCC)(C)(C)C,0,2,C7H19O3PSi,210,31,6,,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,,2,,13716-45-5,1,#REF!
PPh2(2-NMeImidazole),00000467,Cn1ccnc1P(c1ccccc1)c1ccccc1,P(c3[n](ccn3)C)(c2ccccc2)c1ccccc1,0,2,C16H15N2P,266,34,3,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,150404-18-5,1,1
P(CCl3)2N(Me)Ph,00000468,CN(c1ccccc1)P(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,P(N(C)c1ccccc1)(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,0,2,C9H8Cl6NP,374,25,4,,0,0,,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,,6,,129577-80-6,1,#REF!
PnHex3,00000469,CCCCCCP(CCCCCC)CCCCCC,P(CCCCCC)(CCCCCC)CCCCCC,0,1,C18H39P,286,58,15,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,4168-73-4,1,1
P(CCl3)(OnBu)2,00000470,CCCCOP(OCCCC)C(Cl)(Cl)Cl,P(OCCCC)(OCCCC)C(Cl)(Cl)Cl,0,2,C9H18Cl3O2P,296,33,9,,0,0,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,,1,,40433-98-5,0,#REF!
PPh2neomenthyl,00000471,CC(C)[C@@H]1CC[C@@H](C)C[C@@H]1P(c1ccccc1)c1ccccc1,P([C@@H]3[C@@H](CC[C@H](C3)C)C(C)C)(c2ccccc2)c1ccccc1,0,2,C22H29P,324,52,4,,1,1,613,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,"43077-29-8 (1S,2S,5R abs), 32511-22-1 (1R,2R,5S rel), 43077-31-2 (1R,2S,5R abs), 38053-73-5 (1R,2R,5S abs), 60208-17-5 (1R,2S,5R rel), 216019-59-9 (no stereo), 38053-72-4 (1S,2R,5S abs)",1,1
P(pyrrolidinyl)3,00000472,C1CCN(P(N2CCCC2)N2CCCC2)C1,P(N3CCCC3)(N2CCCC2)N1CCCC1,0,1,C12H24N3P,241,40,3,,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,,5,,5666-12-6,1,1
PPh2 OiPr-MOP,00000473,CC(C)Oc1ccc2ccccc2c1-c1c(P(c2ccccc2)c2ccccc2)ccc2ccccc12,P(c6ccccc6)(c5ccccc5)c1c(c4c(cc1)cccc4)c2c3c(ccc2OC(C)C)cccc3,0,2,C35H29OP,497,66,6,,1,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,0,,"137769-30-3 (S), 189274-36-0(R) ",1,#REF!
PPh2 MeImidazopyridine,00000474,Cc1nc2ccccn2c1P(c1ccccc1)c1ccccc1,P(c4ccccc4)(c3ccccc3)c1[n]2c(nc1C)C=CC=C2,0,2,C20H17N2P,316,40,3,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,145758-54-9,1,1
PPh Phosphaxanthene,00000475,c1ccc(P2c3ccccc3Oc3ccccc32)cc1,P2(c3c(cccc3)Oc4c2cccc4)c1ccccc1,1,2,C18H13OP,276,33,1,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,0,,1225-16-7,1,#REF!
PPh2(F4pyridin-4yl),00000476,Fc1nc(F)c(F)c(P(c2ccccc2)c2ccccc2)c1F,Fc1nc(c(c(c1F)P(c3ccccc3)c2ccccc2)F)F,0,2,C17H10F4NP,335,33,3,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,315190-38-6,1,#REF!
PnPent2NEt2,00000477,CCCCCP(CCCCC)N(CC)CC,P(N(CC)CC)(CCCCC)CCCCC,0,2,C14H32NP,245,48,11,,0,0,,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,,6,,72999-70-3,1,#REF!
P(OEt)2(4-NMe2-Ph),00000478,CCOP(OCC)c1ccc(N(C)C)cc1,P(OCC)(OCC)c1ccc(cc1)N(C)C,0,2,C12H20NO2P,241,36,6,,0,0,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,,1,,63620-84-8,1,#REF!
PPh dioxaphosphinane,00000479,c1ccc(P2OCCCO2)cc1,P2(OCCCO2)c1ccccc1,1,2,C9H11O2P,182,23,1,,0,0,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,,1,,7526-32-1,1,#REF!
PNMe2-Catechol,00000480,CN(C)P1Oc2ccccc2O1,P1(Oc2c(cccc2)O1)N(C)C,1,2,C8H10NO2P,183,22,1,,0,0,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,,3,,18389-60-1,1,#REF!
POMe-Catechol,00000481,COP1Oc2ccccc2O1,P1(Oc2c(cccc2)O1)OC,1,2,C7H7O3P,170,18,1,,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,,2,,20570-25-6,1,#REF!
PnBu(NiPr2)2,00000482,CCCCP(N(C(C)C)C(C)C)N(C(C)C)C(C)C,P(N(C(C)C)C(C)C)(N(C(C)C)C(C)C)CCCC,0,2,C16H37N2P,288,56,9,,0,0,,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,,6,,122691-45-6,0,#REF!
PPh 2-tBu-Phosphaxanthene,00000483,CC(C)(C)c1ccc2c(c1)P(c1ccccc1)c1ccccc1O2,P2(c3c(ccc(c3)C(C)(C)C)Oc4c2cccc4)c1ccccc1,1,2,C22H21OP,332,45,2,,1,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,709636-87-3,1,#REF!
P(OEt)2(2Br-1Ph-vinyl),00000484,CCOP(OCC)/C(=C/Br)c1ccccc1,P(OCC)(OCC)\C(=C\Br)\c1ccccc1,0,2,C12H16BrO2P,303,32,6,,0,0,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,,1,,67866-50-6,1,#REF!
iPr-Verkade,00000485,CC(C)N1CCN2CCN(C(C)C)P1N(C(C)C)CC2,P21N(CCN(CCN2C(C)C)CCN1C(C)C)C(C)C,3,1,C15H33N4P,300,53,3,,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,,5,,175845-21-3,1,1
PPh2 (4-(F17)dec-Ph),00000486,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCc1ccc(P(c2ccccc2)c2ccccc2)cc1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCc1ccc(cc1)P(c3ccccc3)c2ccccc2,0,2,C28H18F17P,708,64,13,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,462996-04-9,1,1
"PPh(4-(2,2-(CF3)2-F7pent)-Ph)2",00000487,FC(F)(F)C(F)(F)C(F)(F)C(Cc1ccc(P(c2ccccc2)c2ccc(CC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1)(C(F)(F)F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(C(F)(F)F)(C(F)(F)F)Cc1ccc(cc1)P(c3ccc(cc3)CC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F)c2ccccc2,0,2,C32H17F26P,926,76,17,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,0,,322647-83-6,1,1
iBu-Verkade,00000488,CC(C)CN1CCN2CCN(CC(C)C)P1N(CC(C)C)CC2,P21N(CCN(CCN2CC(C)C)CCN1CC(C)C)CC(C)C,3,1,C18H39N4P,343,62,6,,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,,5,,331465-71-5,1,1
PPh2(3-SO3H-Ph),00000489,O=S(=O)(O)c1cccc(P(c2ccccc2)c2ccccc2)c1,P(c3cc(ccc3)[S](=O)(=O)O)(c2ccccc2)c1ccccc1,0,2,C18H15O3PS,342,38,4,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,16704-71-5,1,1
,00000490,CC12CCC3C(P(c4ccccc4)c4ccccc4)(OCC31C)C2=O,P(C43OCC5(C4CCC5(C3=O)C)C)(c2ccccc2)c1ccccc1,0,2,C22H23O2P,350,48,3,,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,"1217708-28-5 (no stereo), 850008-65-0 (1S,3aS,4R,6aS)",1,#REF!
PiPrtBu2,00000491,CC(C)P(C(C)(C)C)C(C)(C)C,P(C(C)(C)C)(C(C)(C)C)C(C)C,0,2,C11H25P,188,37,3,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,25032-49-9,1,1
PtBu2(4-CO2H-Ph),00000492,CC(C)(C)P(c1ccc(C(=O)O)cc1)C(C)(C)C,P(C(C)(C)C)(C(C)(C)C)c1ccc(cc1)C(=O)O,0,2,C15H23O2P,266,41,4,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,774480-72-7,1,#REF!
PEt2(4-CO2H-Ph),00000493,CCP(CC)c1ccc(C(=O)O)cc1,P(CC)(CC)c1ccc(cc1)C(=O)O,0,2,C11H15O2P,210,29,4,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,748708-06-7,1,#REF!
PhTADDOL(Me2_acetal)_NMe2,00000494,CN(C)P1OC(c2ccccc2)(c2ccccc2)[C@@H]2OC(C)(C)O[C@H]2C(c2ccccc2)(c2ccccc2)O1,P1(OC([C@@H]4OC(O[C@H]4C(O1)(c6ccccc6)c5ccccc5)(C)C)(c3ccccc3)c2ccccc2)N(C)C,1,2,C33H34NO4P,540,73,5,,1,1,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,,3,,"213843-90-4 (3R,8R abs), 582300-09-2 (3S,8S abs), 1192678-82-2 (3R,8R rel), 1817710-10-3 (3R,8S rel)",1,1
PPh2(4-CHO-Ph),00000495,O=Cc1ccc(P(c2ccccc2)c2ccccc2)cc1,P(c3ccc(cc3)C=O)(c2ccccc2)c1ccccc1,0,2,C19H15OP,290,36,4,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,5068-18-8,1,#REF!
SIPHOS-PE SPINOL(Sa)_N(R-PhEt)2 Phosphoramidite,00000496,C[C@H](c1ccccc1)N([C@H](C)c1ccccc1)P1Oc2cccc3c2C2(CC3)CCc3cccc(c32)O1,C[C@H](c1ccccc1)N([C@@H](c2ccccc2)C)P3Oc4cccc5c4[C@@]6(CCc7cccc(O3)c76)CC5,1,2,C33H32NO2P,506,69,5,,1,1,diast,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,,3,,"500997-69-3 (1R,11aR), 500997-70-6 (1R,11aS), 656233-47-5 (11aR), 851890-80-7 (11aS)",1,1
PPh2(pyrimid-2-yl),00000497,c1ccc(P(c2ccccc2)c2ncccn2)cc1,P(c3ncccn3)(c2ccccc2)c1ccccc1,0,2,C16H13N2P,264,32,3,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,191788-74-6,1,#REF!
SIPHOS-Me,00000498,CN(C)P1Oc2cccc3c2C2(CC3)CCc3cccc(c32)O1,P1(Oc2c3c(ccc2)CCC43CCc5c4c(ccc5)O1)N(C)C,1,2,C19H20NO2P,325,43,1,,1,0,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,,3,,"443965-14-8 (11aR), 443965-10-4 (11aS), 526211-17-6 (9CI))",1,1
PEt2(CH2COOEt),00000499,CCOC(=O)CP(CC)CC,P(CC)(CC)CC(=O)OCC,0,2,C8H17O2P,176,28,6,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,53134-19-3,0,#REF!
P(OAllyl)2Ph,00000500,C=CCOP(OCC=C)c1ccccc1,P(OCC=C)(OCC=C)c1ccccc1,0,2,C12H15O2P,222,30,7,,0,0,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,,1,,833-57-8,1,#REF!
POMe Benzodioxaphosphinininone,00000501,COP1OC(=O)c2ccccc2O1,P1(Oc2c(cccc2)C(=O)O1)OC,1,2,C8H7O4P,198,20,1,,1,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,,2,,117887-30-6,1,#REF!
PtBuPhNH(1PhEt),00000502,CC(NP(c1ccccc1)C(C)(C)C)c1ccccc1,P(NC(C)c2ccccc2)(C(C)(C)C)c1ccccc1,0,3,C18H24NP,285,44,5,,1,1,rac,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,,6,,"220812-79-3 (1S,PR,abs), 220812-74-8 (1S,PS,abs),183796-10-3 (1R,PR,rel), 183796-12-5 (1SPR,rel), 757218-54-5 (1S,abs), 2250282-26-7 (1R,PR,abs)",0,#REF!
PMe2tBu,00000503,CP(C)C(C)(C)C,P(C(C)(C)C)(C)C,0,2,C6H15P,118,22,1,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,32376-17-3,1,#REF!
PPh(OEt)(O-4-NO2-Ph),00000504,CCOP(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,P(OCC)(Oc2ccc(cc2)[N+](=O)[O-])c1ccccc1,0,3,C14H14NO4P,291,34,6,,1,0,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,,1,,not on scifinder,0,#REF!
PPh(OMe)NiPr2,00000505,COP(c1ccccc1)N(C(C)C)C(C)C,P(N(C(C)C)C(C)C)(OC)c1ccccc1,0,3,C13H22NOP,239,38,5,,1,0,,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,7,0,0,0,0,0,,1,,1334653-57-4,1,#REF!
PnBu2NiPr2,00000506,CCCCP(CCCC)N(C(C)C)C(C)C,P(N(C(C)C)C(C)C)(CCCC)CCCC,0,2,C14H32NP,245,48,9,,0,0,,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,,6,,1334655-00-3,1,#REF!
PPh2CONHnBu,00000507,CCCCNC(=O)P(c1ccccc1)c1ccccc1,P(c2ccccc2)(c1ccccc1)C(=O)NCCCC,0,2,C17H20NOP,285,40,7,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,not on scifinder,0,#REF!
"P(Me)(Ph)(Cl,(CN)2Pyrazine)",00000508,CP(c1ccccc1)c1nc(C#N)c(C#N)nc1Cl,P(C)(c2nc(c(nc2Cl)C#N)C#N)c1ccccc1,0,3,C13H8ClN4P,287,27,2,,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,not on scifinder,0,#REF!
PPh2 Pyridazyl,00000509,c1ccc(P(c2ccccc2)c2cccnn2)cc1,P(c3nnccc3)(c2ccccc2)c1ccccc1,0,2,C16H13N2P,264,32,3,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,1334639-31-4,1,#REF!
PPh (OMethallyl)2,00000510,C=C(C)COP(OCC(=C)C)c1ccccc1,P(OCC(=C)C)(OCC(=C)C)c1ccccc1,0,2,C14H19O2P,250,36,7,,0,0,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,,1,,not on scifinder,0,#REF!
P(NMe2)2(4-NO2-Ph),00000511,CN(C)P(c1ccc([N+](=O)[O-])cc1)N(C)C,P(N(C)C)(N(C)C)c1ccc(cc1)[N+](=O)[O-],0,2,C10H16N3O2P,241,32,4,,0,0,,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,,6,,not on scifinder,0,#REF!
P(OEt)2(4-Cl-Ph),00000512,CCOP(OCC)c1ccc(Cl)cc1,P(OCC)(OCC)c1ccc(cc1)Cl,0,2,C10H14ClO2P,233,28,5,,0,0,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,,1,,20355-97-9,1,#REF!
P(OiPr)2(4-Cl-Ph),00000513,CC(C)OP(OC(C)C)c1ccc(Cl)cc1,P(OC(C)C)(OC(C)C)c1ccc(cc1)Cl,0,2,C12H18ClO2P,261,34,5,,0,0,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,,1,,91801-48-8,0,#REF!
"P(OEt)2(2,4-Cl2-Ph)",00000514,CCOP(OCC)c1ccc(Cl)cc1Cl,P(OCC)(OCC)c1c(cc(cc1)Cl)Cl,0,2,C10H13Cl2O2P,267,28,5,,0,0,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,,1,,not on scifinder,0,#REF!
P(OEt)2(4-F-Ph),00000515,CCOP(OCC)c1ccc(F)cc1,Fc1ccc(cc1)P(OCC)OCC,0,2,C10H14FO2P,216,28,5,,0,0,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,,1,,93171-59-6,0,#REF!
P(OEt)2(3-F-Ph),00000516,CCOP(OCC)c1cccc(F)c1,Fc1cc(ccc1)P(OCC)OCC,0,2,C10H14FO2P,216,28,5,,0,0,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,,1,,1335150-92-9,0,#REF!
P(OEt)2(2-F-Ph),00000517,CCOP(OCC)c1ccccc1F,Fc1c(cccc1)P(OCC)OCC,0,2,C10H14FO2P,216,28,5,,0,0,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,,1,,not on scifinder,0,#REF!
P(OEt)2(3-CF3-Ph),00000518,CCOP(OCC)c1cccc(C(F)(F)F)c1,FC(F)(F)c1cc(ccc1)P(OCC)OCC,0,2,C11H14F3O2P,266,31,6,,0,0,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,,1,,1335150-93-0,0,#REF!
PSCN Benzodioxaphosphininone,00000519,N#CSP1OC(=O)c2ccccc2O1,P1(Oc2c(cccc2)C(=O)O1)SC#N,1,2,C8H4NO3PS,225,18,1,,1,0,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,,7,,not on scifinder,0,#REF!
P(OMe)Mes2,00000520,COP(c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C,P(OC)(c2c(cc(cc2C)C)C)c1c(cc(cc1C)C)C,0,2,C19H25OP,300,46,3,1,0,0,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,,1,,not on scifinder,0,#REF!
P(OEt)2(CH2-3-CN-Ph),00000521,CCOP(Cc1cccc(C#N)c1)OCC,P(OCC)(OCC)Cc1cc(ccc1)C#N,0,2,C12H16NO2P,237,32,6,,0,0,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,,1,,not on scifinder,0,#REF!
P(5-Me2Hydrazone-2furyl)3,00000522,CN(C)/N=C/c1ccc(P(c2ccc(/C=N/N(C)C)o2)c2ccc(/C=N/N(C)C)o2)o1,P(c3[o]c(cc3)\C=N\N(C)C)(c2[o]c(cc2)\C=N\N(C)C)c1[o]c(cc1)\C=N\N(C)C,0,1,C21H27N6O3P,442,58,9,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,141994-83-4,1,#REF!
P(5-Me2Hydrazone-2thienyl)3,00000523,CN(C)/N=C/c1ccc(P(c2ccc(/C=N/N(C)C)s2)c2ccc(/C=N/N(C)C)s2)s1,P(c3[s]c(cc3)\C=N\N(C)C)(c2[s]c(cc2)\C=N\N(C)C)c1[s]c(cc1)\C=N\N(C)C,0,1,C21H27N6PS3,491,58,9,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,148960-27-4,1,#REF!
P(NCO)3,00000524,O=C=NP(N=C=O)N=C=O,P(N=C=O)(N=C=O)N=C=O,0,1,C3N3O3P,157,10,3,,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,,5,,1782-09-8,0,#REF!
PMe Naphthodioxaphosphinine,00000525,CP1Oc2cccc3cccc(c23)O1,P1(Oc2c3c(ccc2)cccc3O1)C,1,2,C11H9O2P,204,23,0,,0,0,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,,1,,1379366-65-0,1,#REF!
"(3,5-tBu2Ph)TADDOL(Et2_acetal)_Ph",00000526,CCC1(CC)O[C@@H]2[C@@H](O1)C(c1cc(C(C)(C)C)cc(C(C)(C)C)c1)(c1cc(C(C)(C)C)cc(C(C)(C)C)c1)OP(c1ccccc1)OC2(c1cc(C(C)(C)C)cc(C(C)(C)C)c1)c1cc(C(C)(C)C)cc(C(C)(C)C)c1,P2(OC([C@@H]5OC(O[C@H]5C(O2)(c7cc(cc(c7)C(C)(C)C)C(C)(C)C)c6cc(cc(c6)C(C)(C)C)C(C)(C)C)(CC)CC)(c4cc(cc(c4)C(C)(C)C)C(C)(C)C)c3cc(cc(c3)C(C)(C)C)C(C)(C)C)c1ccccc1,1,2,C71H101O4P,1050,177,15,,1,1,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,,1,,1241684-27-4,1,1
MeDalPhos,00000527,CN(c1ccccc1P(C12CC3CC(C2)CC(C1)C3)C12CC3CC(C2)CC(C1)C3)C,P([C@]65C[C@@H]7C[C@H](C6)C[C@H](C5)C7)([C@]32C[C@@H]4C[C@H](C3)C[C@H](C2)C4)c1c(cccc1)N(C)C,0,2,C28H40NP,422,70,4,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,1219080-77-9,1,1
PiPr PhMezolePhos,00000528,CC(C)P(c1ccccc1-c1nc2ccccc2n1C)C(C)C,P(C(C)C)(C(C)C)c1c(cccc1)c2[n](c3c(n2)cccc3)C,0,2,C20H25N2P,324,48,4,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,0,,1357398-61-8,1,1
PCy PhMezolePhos,00000529,Cn1c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)nc2ccccc21,P(C5CCCCC5)(C4CCCCC4)c1c(cccc1)c2[n](c3c(n2)cccc3)C,0,2,C26H33N2P,405,62,4,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,,1357398-60-7,1,1
